RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal8,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal8Existing,"SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 4 - no Resistance, Split System Heat Pump Water HeaterExisting",SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,8,"Tier 4 - no Resistance, Split System Heat Pump Water Heater",Existing,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal7,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal7Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalSHW Solar Zone 1Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,7,SHW Solar Zone 1,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal6,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal6Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 3 Heat Pump Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,6,Tier 3 Heat Pump Water Heater,Existing,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal5,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal5Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 2 Heat Pump Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,5,Tier 2 Heat Pump Water Heater,Existing,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal4,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal4Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 1 Heat Pump Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,4,Tier 1 Heat Pump Water Heater,Existing,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal3,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal3Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalFederal Standard 2015 Storage Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,3,Federal Standard 2015 Storage Water Heater,Existing,0.377009535,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal2,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal2Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalMarket Standard Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,2,Market Standard Water Heater,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal1,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal1Existing,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalBelow Standard Storage Water HeaterExisting,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalExisting,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,1,Below Standard Storage Water Heater,Existing,0.486107485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal8,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal8New,"SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 4 - no Resistance, Split System Heat Pump Water HeaterNew",SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,8,"Tier 4 - no Resistance, Split System Heat Pump Water Heater",New,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119,0.00720119
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal7,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal7New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalSHW Solar Zone 1New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,7,SHW Solar Zone 1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal6,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal6New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 3 Heat Pump Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,6,Tier 3 Heat Pump Water Heater,New,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439,0.08023439
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal5,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal5New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 2 Heat Pump Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,5,Tier 2 Heat Pump Water Heater,New,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267,0.023828267
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal4,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal4New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalTier 1 Heat Pump Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,4,Tier 1 Heat Pump Water Heater,New,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133,0.025619133
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal3,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal3New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalFederal Standard 2015 Storage Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,3,Federal Standard 2015 Storage Water Heater,New,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019,0.863117019
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal2,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal2New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalMarket Standard Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,2,Market Standard Water Heater,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal1,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal1New,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalBelow Standard Storage Water HeaterNew,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 GalNew,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,1,Below Standard Storage Water Heater,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseAir Purifier,SCLMultifamily - Low RiseAir Purifier2,SCLMultifamily - Low RiseAir Purifier2Existing,SCLMultifamily - Low RiseAir PurifierENERGY STAR Air PurifierExisting,SCLMultifamily - Low RiseAir PurifierExisting,SCL,Multifamily - Low Rise,Air Purifier,2,ENERGY STAR Air Purifier,Existing,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111,0.241111111
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseAir Purifier,SCLMultifamily - Low RiseAir Purifier1,SCLMultifamily - Low RiseAir Purifier1Existing,SCLMultifamily - Low RiseAir PurifierMarket Average Air PurifierExisting,SCLMultifamily - Low RiseAir PurifierExisting,SCL,Multifamily - Low Rise,Air Purifier,1,Market Average Air Purifier,Existing,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889,0.758888889
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseAir Purifier,SCLMultifamily - Low RiseAir Purifier2,SCLMultifamily - Low RiseAir Purifier2New,SCLMultifamily - Low RiseAir PurifierENERGY STAR Air PurifierNew,SCLMultifamily - Low RiseAir PurifierNew,SCL,Multifamily - Low Rise,Air Purifier,2,ENERGY STAR Air Purifier,New,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseAir Purifier,SCLMultifamily - Low RiseAir Purifier1,SCLMultifamily - Low RiseAir Purifier1New,SCLMultifamily - Low RiseAir PurifierMarket Average Air PurifierNew,SCLMultifamily - Low RiseAir PurifierNew,SCL,Multifamily - Low Rise,Air Purifier,1,Market Average Air Purifier,New,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - DHW,SCLMultifamily - Low RiseCirculation - DHW2,SCLMultifamily - Low RiseCirculation - DHW2Existing,SCLMultifamily - Low RiseCirculation - DHWECM Pump Motor - DHWExisting,SCLMultifamily - Low RiseCirculation - DHWExisting,SCL,Multifamily - Low Rise,Circulation - DHW,2,ECM Pump Motor - DHW,Existing,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - DHW,SCLMultifamily - Low RiseCirculation - DHW1,SCLMultifamily - Low RiseCirculation - DHW1Existing,SCLMultifamily - Low RiseCirculation - DHWMarket Average DHW PumpExisting,SCLMultifamily - Low RiseCirculation - DHWExisting,SCL,Multifamily - Low Rise,Circulation - DHW,1,Market Average DHW Pump,Existing,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - DHW,SCLMultifamily - Low RiseCirculation - DHW2,SCLMultifamily - Low RiseCirculation - DHW2New,SCLMultifamily - Low RiseCirculation - DHWECM Pump Motor - DHWNew,SCLMultifamily - Low RiseCirculation - DHWNew,SCL,Multifamily - Low Rise,Circulation - DHW,2,ECM Pump Motor - DHW,New,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - DHW,SCLMultifamily - Low RiseCirculation - DHW1,SCLMultifamily - Low RiseCirculation - DHW1New,SCLMultifamily - Low RiseCirculation - DHWMarket Average DHW PumpNew,SCLMultifamily - Low RiseCirculation - DHWNew,SCL,Multifamily - Low Rise,Circulation - DHW,1,Market Average DHW Pump,New,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - Hydronic Heating,SCLMultifamily - Low RiseCirculation - Hydronic Heating2,SCLMultifamily - Low RiseCirculation - Hydronic Heating2Existing,SCLMultifamily - Low RiseCirculation - Hydronic HeatingECM Pump Motor - Hydronic HeatingExisting,SCLMultifamily - Low RiseCirculation - Hydronic HeatingExisting,SCL,Multifamily - Low Rise,Circulation - Hydronic Heating,2,ECM Pump Motor - Hydronic Heating,Existing,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - Hydronic Heating,SCLMultifamily - Low RiseCirculation - Hydronic Heating1,SCLMultifamily - Low RiseCirculation - Hydronic Heating1Existing,SCLMultifamily - Low RiseCirculation - Hydronic HeatingMarket Average Hydronic Heating PumpExisting,SCLMultifamily - Low RiseCirculation - Hydronic HeatingExisting,SCL,Multifamily - Low Rise,Circulation - Hydronic Heating,1,Market Average Hydronic Heating Pump,Existing,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - Hydronic Heating,SCLMultifamily - Low RiseCirculation - Hydronic Heating2,SCLMultifamily - Low RiseCirculation - Hydronic Heating2New,SCLMultifamily - Low RiseCirculation - Hydronic HeatingECM Pump Motor - Hydronic HeatingNew,SCLMultifamily - Low RiseCirculation - Hydronic HeatingNew,SCL,Multifamily - Low Rise,Circulation - Hydronic Heating,2,ECM Pump Motor - Hydronic Heating,New,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCirculation - Hydronic Heating,SCLMultifamily - Low RiseCirculation - Hydronic Heating1,SCLMultifamily - Low RiseCirculation - Hydronic Heating1New,SCLMultifamily - Low RiseCirculation - Hydronic HeatingMarket Average Hydronic Heating PumpNew,SCLMultifamily - Low RiseCirculation - Hydronic HeatingNew,SCL,Multifamily - Low Rise,Circulation - Hydronic Heating,1,Market Average Hydronic Heating Pump,New,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Desktop,SCLMultifamily - Low RiseComputer - Desktop2,SCLMultifamily - Low RiseComputer - Desktop2Existing,SCLMultifamily - Low RiseComputer - DesktopENERGY STAR DesktopExisting,SCLMultifamily - Low RiseComputer - DesktopExisting,SCL,Multifamily - Low Rise,Computer - Desktop,2,ENERGY STAR Desktop,Existing,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Desktop,SCLMultifamily - Low RiseComputer - Desktop1,SCLMultifamily - Low RiseComputer - Desktop1Existing,SCLMultifamily - Low RiseComputer - DesktopWashington State Code BaselineExisting,SCLMultifamily - Low RiseComputer - DesktopExisting,SCL,Multifamily - Low Rise,Computer - Desktop,1,Washington State Code Baseline,Existing,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Desktop,SCLMultifamily - Low RiseComputer - Desktop2,SCLMultifamily - Low RiseComputer - Desktop2New,SCLMultifamily - Low RiseComputer - DesktopENERGY STAR DesktopNew,SCLMultifamily - Low RiseComputer - DesktopNew,SCL,Multifamily - Low Rise,Computer - Desktop,2,ENERGY STAR Desktop,New,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Desktop,SCLMultifamily - Low RiseComputer - Desktop1,SCLMultifamily - Low RiseComputer - Desktop1New,SCLMultifamily - Low RiseComputer - DesktopWashington State Code BaselineNew,SCLMultifamily - Low RiseComputer - DesktopNew,SCL,Multifamily - Low Rise,Computer - Desktop,1,Washington State Code Baseline,New,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Laptop,SCLMultifamily - Low RiseComputer - Laptop2,SCLMultifamily - Low RiseComputer - Laptop2Existing,SCLMultifamily - Low RiseComputer - LaptopENERGY STAR NotebookExisting,SCLMultifamily - Low RiseComputer - LaptopExisting,SCL,Multifamily - Low Rise,Computer - Laptop,2,ENERGY STAR Notebook,Existing,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Laptop,SCLMultifamily - Low RiseComputer - Laptop1,SCLMultifamily - Low RiseComputer - Laptop1Existing,SCLMultifamily - Low RiseComputer - LaptopMarket Average Laptop ComputerExisting,SCLMultifamily - Low RiseComputer - LaptopExisting,SCL,Multifamily - Low Rise,Computer - Laptop,1,Market Average Laptop Computer,Existing,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Laptop,SCLMultifamily - Low RiseComputer - Laptop2,SCLMultifamily - Low RiseComputer - Laptop2New,SCLMultifamily - Low RiseComputer - LaptopENERGY STAR NotebookNew,SCLMultifamily - Low RiseComputer - LaptopNew,SCL,Multifamily - Low Rise,Computer - Laptop,2,ENERGY STAR Notebook,New,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseComputer - Laptop,SCLMultifamily - Low RiseComputer - Laptop1,SCLMultifamily - Low RiseComputer - Laptop1New,SCLMultifamily - Low RiseComputer - LaptopMarket Average Laptop ComputerNew,SCLMultifamily - Low RiseComputer - LaptopNew,SCL,Multifamily - Low Rise,Computer - Laptop,1,Market Average Laptop Computer,New,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Oven,SCLMultifamily - Low RiseCooking Oven2,SCLMultifamily - Low RiseCooking Oven2Existing,SCLMultifamily - Low RiseCooking OvenEfficient OvenExisting,SCLMultifamily - Low RiseCooking OvenExisting,SCL,Multifamily - Low Rise,Cooking Oven,2,Efficient Oven,Existing,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Oven,SCLMultifamily - Low RiseCooking Oven1,SCLMultifamily - Low RiseCooking Oven1Existing,SCLMultifamily - Low RiseCooking OvenFederal Standard 2012 Cooking OvenExisting,SCLMultifamily - Low RiseCooking OvenExisting,SCL,Multifamily - Low Rise,Cooking Oven,1,Federal Standard 2012 Cooking Oven,Existing,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Oven,SCLMultifamily - Low RiseCooking Oven2,SCLMultifamily - Low RiseCooking Oven2New,SCLMultifamily - Low RiseCooking OvenEfficient OvenNew,SCLMultifamily - Low RiseCooking OvenNew,SCL,Multifamily - Low Rise,Cooking Oven,2,Efficient Oven,New,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Oven,SCLMultifamily - Low RiseCooking Oven1,SCLMultifamily - Low RiseCooking Oven1New,SCLMultifamily - Low RiseCooking OvenFederal Standard 2012 Cooking OvenNew,SCLMultifamily - Low RiseCooking OvenNew,SCL,Multifamily - Low Rise,Cooking Oven,1,Federal Standard 2012 Cooking Oven,New,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Range,SCLMultifamily - Low RiseCooking Range1,SCLMultifamily - Low RiseCooking Range1Existing,SCLMultifamily - Low RiseCooking RangeFederal Standard 2012 Cooking RangeExisting,SCLMultifamily - Low RiseCooking RangeExisting,SCL,Multifamily - Low Rise,Cooking Range,1,Federal Standard 2012 Cooking Range,Existing,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCooking Range,SCLMultifamily - Low RiseCooking Range1,SCLMultifamily - Low RiseCooking Range1New,SCLMultifamily - Low RiseCooking RangeFederal Standard 2012 Cooking RangeNew,SCLMultifamily - Low RiseCooking RangeNew,SCL,Multifamily - Low Rise,Cooking Range,1,Federal Standard 2012 Cooking Range,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
